descriptions,stock,time,rise,drop,increase_rate,author,起跑,回升,反彈,潜力十足,利好,赢,推介,增長,受惠,有望,造好,漲,跟進,做好,憧憬,驚喜,吸資,非凡,搶眼,復甦,升,突破,向淡,增,上望,升幅,回穩,跌,错,减,低,瀉,挫,蝕,弱勢,插,蒸發,吐,做淡,屠牛,下滑,流走,軟,回落,下降
恒指出現震盪上行的走勢，歐美股市表現平穩，A股先跌後倒升，是支持刺激港股反彈的消息因素，而權重股匯豐控股（0005）和騰訊（0700）表現相對突出，內銀股出現跌後反彈，都是關注點。,00700.HK,2017/3/14,3,2,0,葉尚志,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
　　股份方面，創科（669）將於今日公布業績，其股價年初至今表現平平，主要受累美國貿易保護主義的不確定性，以及去年上半年業績未有驚喜，地板護理表現欠佳所致。,00669.HK,2017/3/14,1,0,0.069491525,植耀輝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本月初筆者叫大家留意的融創中國（01918），股價由8元邊升到上昨日高位見9.35元。,01918.HK,2017/3/14,1,0,0,司慕渢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
若然要繼續搵落後股，可以睇吓中海系的中海物業（02669），昨收報1.46元，才剛熱身，雖若能以大成交突破1.5元，是浪目標挑戰1.7至1.8元阻力區。,02669.HK,2017/3/14,1,0,0.06122449,司慕渢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中資股氣氛轉旺，想發掘落後股，不妨留意吓股價低企的香港中旅（00308）。,00308.HK,2017/3/14,0,1,0.00896861,司慕渢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
招商局置地（0978）主要從事開發、銷售、租賃、投資、管理房地產；銷售電子及電器相關產品；及銷售建築相關材料及設備，母公司為深圳掛牌的招商局地產控股，持有74.35%權益。,00978.HK,2017/3/14,0,0,0.015503876,張怡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建行領漲 購輪揀16658建設銀行（0939）昨升3.31%，收報6.25元，成升市動力之一。,00939.HK,2017/3/14,3,0,-0.007874016,張怡,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
若繼續看好該股後市表現，可留意建行瑞銀購輪（16658）。,16658.HK,2017/3/14,0,0,0,張怡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華能國際電力（00902）、大唐發電（00991）、華潤電力（00836）、華電國際（01071）及中國電力（02380）昨升幅介乎1至2%。,00902.HK,2017/3/14,2,0,0.014981273,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華能國際電力（00902）、大唐發電（00991）、華潤電力（00836）、華電國際（01071）及中國電力（02380）昨升幅介乎1至2%。,00991.HK,2017/3/14,2,0,0.008888889,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華能國際電力（00902）、大唐發電（00991）、華潤電力（00836）、華電國際（01071）及中國電力（02380）昨升幅介乎1至2%。,00836.HK,2017/3/14,2,0,-0.002816901,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華能國際電力（00902）、大唐發電（00991）、華潤電力（00836）、華電國際（01071）及中國電力（02380）昨升幅介乎1至2%。,01071.HK,2017/3/14,2,0,-0.005780347,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華能國際電力（00902）、大唐發電（00991）、華潤電力（00836）、華電國際（01071）及中國電力（02380）昨升幅介乎1至2%。,02380.HK,2017/3/14,2,0,0,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
以中海宏洋（00081）為例，由上周初2.8元開始起步，以為上周四低收升勢斷纜，點知上周五同昨日再出兩支大陽燭，昨日一度高見4元，收報3.94元，五個交易日升咗四成，真係幾厲害！公司將於下周二公布業績，反正捉得正呢個升浪，呢啲位點都係贏，唔想博業績隨時可以割禾青！中海宏洋的特點，一來控股股東夠硬淨，二來以內房股而言，公司市值唔係大，以昨收市價計，市值才89.9億元，即係上周初起步前市值才63億元市值，較易炒上。,00081.HK,2017/3/14,3,1,0.108465608,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
控股股東實力厚參考類似的條件，若有意追落後，古勝留意到隻五礦地產（00230），又係控股股東硬淨，公司市值才34億元，呢兩日成交都有所增加，美中不足係平時交投唔太活躍，呢兩日成交多啲但都係講緊幾百萬股成交，所以只可作為小注冷敲之選，唔對路就要嚴守止蝕位。,00230.HK,2017/3/14,1,1,0.00952381,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
大笨象不愁發展機會講到昨日市場的焦點股，當然係大笨象滙豐控股（00005）。,00005.HK,2017/3/14,0,0,0.003149606,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
集團宣布委任友邦保險（01299）行政總裁杜嘉祺出任董事及候任集團主席，十月會接替范智廉出任集團非執行主席。,01299.HK,2017/3/14,0,0,0,古勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新經濟股重拾熾熱行情，美圖公司（01357）及IGG（00799）過去6日升逾兩成，北水更大力買入，分析指內地發展空間巨，前者有力複製同業Itagram及SaChat的成功，備受資金追捧。,01357.HK,2017/3/14,1,0,0.1109375,何仲豪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新經濟股重拾熾熱行情，美圖公司（01357）及IGG（00799）過去6日升逾兩成，北水更大力買入，分析指內地發展空間巨，前者有力複製同業Itagram及SaChat的成功，備受資金追捧。,00799.HK,2017/3/14,1,0,0.075862069,何仲豪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滙豐控股（5）成功向友邦（1299）挖角，杜嘉祺將於10月1日正式出任滙控非執行主席，前者股價做好，又是指數最權重股份，當然利好大市。,00005.HK,2017/3/14,2,0,0.003149606,黃德几,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滙豐控股（5）成功向友邦（1299）挖角，杜嘉祺將於10月1日正式出任滙控非執行主席，前者股價做好，又是指數最權重股份，當然利好大市。,01299.HK,2017/3/14,2,0,0,黃德几,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有料人士從來不擔心前途問題，好似友邦（1299）首席執行官兼總裁杜嘉祺獲滙控（0005）挖角，10月起出任滙控非執行主席。,01299.HK,2017/3/14,0,0,0,李閃強,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有料人士從來不擔心前途問題，好似友邦（1299）首席執行官兼總裁杜嘉祺獲滙控（0005）挖角，10月起出任滙控非執行主席。,00005.HK,2017/3/14,0,0,0.003149606,李閃強,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
匯璽收5900票 超額27倍新地（00016）代理總經理陳漢麟稱，西南九龍匯璽將於日內加推及公布銷售安排，加推最少涉及105伙，並計劃加價，但相信加幅溫和，最快本周末發售。,00016.HK,2017/3/14,0,0,-0.000892061,梁永祥梁振鋒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
另外現在必須開始緊密關注（恒指期貨十大戶未平倉合約）之情況，上周陳玉烱老師在講座中已發表：「倉位淨長倉高企，歐洲美元反映美國加息逼近眉睫！」之課題，內容提到若未平倉合約（OI）持續增加到20萬張以上，所帶來對港股後市的影響將必定相當深遠！港股昨日收報23829點，升261點，在未有獲得實質的資金配合下，上周維持弱勢在不足400點之窄幅上落，但預期仍是反覆看好，本周有機會向上挑戰23994點之RSI參數50之高位，支撐位就定在23400點之上！潛力優選：鷹君（041） 收市價：37.1元上望︰38.05元（52周高位）支持︰35.00元行業指標：集團從事物業發展及投資、酒店及酒樓經營、房地產投資信託之管理人等業務，鷹君周綫圖VOLEMA窩利馬指標由藍色轉成紅色，表示近期30周的成交金額大於遠期50周成交金額，資金交投開始活躍。,00041.HK,2017/3/14,3,1,-0.00807537,許國基 彭偉強,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
滙控（005）主席繼任人選終於揭盅。,00005.HK,2017/3/14,0,0,0.003149606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
該集團覓得保險界猛人、友邦（1299）首席執行官兼總裁杜嘉祺（Mark Tucker）過檔，接替范智廉擔任主席一職，成為首位空降滙控的外聘非執行主席。,01299.HK,2017/3/14,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華潤水泥（1313）去年多賺31%至13.3 億元人民幣，期內銷售及毛利率皆有改善，反映行業的基本面好轉。,01313.HK,2017/3/14,0,0,0.03255814,李惠嫻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
推介安徽海螺水泥（0914），股價守26 元反彈，初步上望28 元，破位後進一步上望30元，失守50 天線25 元止蝕。,00914.HK,2017/3/14,4,1,0.016363636,李惠嫻,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
北水昨大舉流入，港股通吸資23.3億元，單計騰訊（00700）吸資4.2億元，並重新買入滙豐（00005）。,00700.HK,2017/3/14,2,0,0,何仲豪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北水昨大舉流入，港股通吸資23.3億元，單計騰訊（00700）吸資4.2億元，並重新買入滙豐（00005）。,00005.HK,2017/3/14,2,0,0.003149606,何仲豪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
此外，合和（00054）跑馬地樂天峯和長實（01113）元朗意花園亦各有1伙以招標形式售出，令新盤市場昨天單日錄得15伙標售成交，合計涉額逾10億元。,00054.HK,2017/3/14,0,0,0.001689189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
此外，合和（00054）跑馬地樂天峯和長實（01113）元朗意花園亦各有1伙以招標形式售出，令新盤市場昨天單日錄得15伙標售成交，合計涉額逾10億元。,01113.HK,2017/3/14,0,0,-0.001934236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新地（00016）元朗Grad YOHO第二期昨日發售新一批15伙，成交紀錄顯示，共售出13伙，合計為發展商套現約1.2億元。,00016.HK,2017/3/14,0,0,-0.000892061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"港股高開73點後雖曾倒跌，但得力於匯豐控股（0005）換主席消息刺激股價上揚，重磅股騰訊（0700）、內銀遇上大型買盤而急升，帶動恒指輕越10天線（23,675），一度大升308點，高見23,878，並以23,830近高位收市，全日升261點，成交增至864億元，有進一步上試24,000關之勢。",00005.HK,2017/3/14,4,1,0.003149606,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"港股高開73點後雖曾倒跌，但得力於匯豐控股（0005）換主席消息刺激股價上揚，重磅股騰訊（0700）、內銀遇上大型買盤而急升，帶動恒指輕越10天線（23,675），一度大升308點，高見23,878，並以23,830近高位收市，全日升261點，成交增至864億元，有進一步上試24,000關之勢。",00700.HK,2017/3/14,4,1,0,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
匯豐委任友邦（1299）前CEO任主席，股價獲追捧急升1.35元或2.1%，收報64.35元，成交增至24.79億元。,01299.HK,2017/3/14,2,0,0,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"大市擺脫下試23,500支持而輕越10天線，吸引觀望資金再度積極追吸績佳的汽車、內房及落後的軟件股，其中以吉利汽車（0175）再創新高報12.46元最悅目。",00175.HK,2017/3/14,0,1,0.001633987,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
講開又講，四大行雖急升，沽空率仍高企，如中行（3988）沽空率達34.34%、工行（1398）為21.14%、建行（0939）17.18%、農行（1288）18.72%。,03988.HK,2017/3/14,1,0,-0.010178117,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
講開又講，四大行雖急升，沽空率仍高企，如中行（3988）沽空率達34.34%、工行（1398）為21.14%、建行（0939）17.18%、農行（1288）18.72%。,01398.HK,2017/3/14,1,0,-0.00589391,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
講開又講，四大行雖急升，沽空率仍高企，如中行（3988）沽空率達34.34%、工行（1398）為21.14%、建行（0939）17.18%、農行（1288）18.72%。,00939.HK,2017/3/14,1,0,-0.007874016,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
講開又講，四大行雖急升，沽空率仍高企，如中行（3988）沽空率達34.34%、工行（1398）為21.14%、建行（0939）17.18%、農行（1288）18.72%。,01288.HK,2017/3/14,1,0,-0.005555556,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
受惠中央加快發展服務消費，特別擴大數字家庭、在線教育等信息消費，不少家電股昨日表現回勇，其中海爾電器（1169）曾高見15.24元，有直逼52周高位的15.44元之勢，收報15.08元，仍升0.56元或3.86%。,01169.HK,2017/3/14,2,0,0.011842105,韋君,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
此外，創維數碼（0751）一度搶高至5.4元，收報5.28元，仍升0.21元或4.14%。,00751.HK,2017/3/14,1,0,-0.001869159,韋君,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海爾電器和創維已見發力搶上，相對落後的TCL多媒體（1070）不妨加以留意。,01070.HK,2017/3/14,0,0,-0.005494505,韋君,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"【本報訊】今年10月出任匯控（005）主席的杜嘉祺，任職友邦（1299）首席執行官兼總裁逾6年，屬於友邦的靈魂人物，在他帶領下，友邦市值由2010年10月上市首日2,776億元起計，至今升值1倍至5,884億元，除了乘亞洲保險崛起機遇，杜嘉祺硬朗管治風格亦功不可沒。",00005.HK,2017/3/14,1,0,0.003149606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"【本報訊】今年10月出任匯控（005）主席的杜嘉祺，任職友邦（1299）首席執行官兼總裁逾6年，屬於友邦的靈魂人物，在他帶領下，友邦市值由2010年10月上市首日2,776億元起計，至今升值1倍至5,884億元，除了乘亞洲保險崛起機遇，杜嘉祺硬朗管治風格亦功不可沒。",01299.HK,2017/3/14,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
港交所（388）即將推出諮詢設立新板（附上創業板改革方案，全盤考慮），概念是新設一個專門板塊，安置初創企業、同股不同權、來自一帶一路等未與香港簽訂協議地方的企業，同時想辦個私人市場（Private Market），作為初創企業的公司註冊處，股東背景、融資、發展歷程有妥善紀錄，像間名牌幼稚園，若有天它們壯大到能上市，投資者更有信心。,00388.HK,2017/3/14,0,0,0.0140625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國指可以憧憬筆者上周曾指出國指一萬點勢危，昨日立即被市場打了一巴掌，本欄模擬組合計劃買入的華能新能源（00958）、中廣核電力（01816）和中國鋁業（02600）自然未能買入，全國人大會議只餘今明兩日，若然未能買入，屆時轉炒業績概念。,00958.HK,2017/3/14,1,0,-0.021052632,余少文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國指可以憧憬筆者上周曾指出國指一萬點勢危，昨日立即被市場打了一巴掌，本欄模擬組合計劃買入的華能新能源（00958）、中廣核電力（01816）和中國鋁業（02600）自然未能買入，全國人大會議只餘今明兩日，若然未能買入，屆時轉炒業績概念。,01816.HK,2017/3/14,1,0,0,余少文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國指可以憧憬筆者上周曾指出國指一萬點勢危，昨日立即被市場打了一巴掌，本欄模擬組合計劃買入的華能新能源（00958）、中廣核電力（01816）和中國鋁業（02600）自然未能買入，全國人大會議只餘今明兩日，若然未能買入，屆時轉炒業績概念。,02600.HK,2017/3/14,1,0,-0.002531646,余少文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
農行獲薦買入其實，大市昨日走高，內房股和內銀股是關鍵所在，前者是有指內地1月至2月的房地產銷售情況勝預期，刺激內房股走高，而後者則獲高盛上調投資評級所推動，尤其農業銀行（01288）為確信買入，只是昨日只升不足3%，表現不及升逾3%的工商銀行（01398）和中國銀行（03988）。,01288.HK,2017/3/14,2,0,-0.005555556,余少文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
農行獲薦買入其實，大市昨日走高，內房股和內銀股是關鍵所在，前者是有指內地1月至2月的房地產銷售情況勝預期，刺激內房股走高，而後者則獲高盛上調投資評級所推動，尤其農業銀行（01288）為確信買入，只是昨日只升不足3%，表現不及升逾3%的工商銀行（01398）和中國銀行（03988）。,01398.HK,2017/3/14,2,0,-0.00589391,余少文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
農行獲薦買入其實，大市昨日走高，內房股和內銀股是關鍵所在，前者是有指內地1月至2月的房地產銷售情況勝預期，刺激內房股走高，而後者則獲高盛上調投資評級所推動，尤其農業銀行（01288）為確信買入，只是昨日只升不足3%，表現不及升逾3%的工商銀行（01398）和中國銀行（03988）。,03988.HK,2017/3/14,2,0,-0.010178117,余少文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
